"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2019,"BFISH_2019_F",25468,"S11",0,0,0,0,0,0,0
2019,"BFISH_2019_F",25504,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",25519,"S16",0,0.634297846454641,0,0,0,0,0
2019,"BFISH_2019_F",25922,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26043,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26161,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26213,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26215,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26562,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26709,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",26721,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27027,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27080,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27118,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27319,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27379,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",27898,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28003,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28023,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28266,"S16",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28267,"S12",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28281,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28310,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28579,"S23",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28581,"S23",0,0,0,0,0,0,0
2019,"BFISH_2019_F",28798,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",29119,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",29279,"S22",0,0,0,0,0,0,0
2019,"BFISH_2019_F",29538,"S23",0,0,0,0,0,0,0
2019,"BFISH_2019_F",29782,"S16",0,0,0,0,0,0,0.708771255057926
2019,"BFISH_2019_F",29899,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",30145,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",30250,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",30542,"S17",0,0,0,8.4846848056104,0,0,0
2019,"BFISH_2019_F",31063,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31145,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31222,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31283,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31308,"S19",0,3.27980291804047,0,0,0,0,0
2019,"BFISH_2019_F",31322,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31384,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31526,"S23",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31881,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31962,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",31971,"S04",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32040,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32123,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32155,"S21",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32273,"S14",0,6.73960814620147,0,0,0,0,0
2019,"BFISH_2019_F",32372,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32421,"S08",0,0,0,0,34.3664851676261,0,0
2019,"BFISH_2019_F",32423,"S08",0,0,0,0,5.19919362300558,0,0
2019,"BFISH_2019_F",32428,"S14",0,0,0,0,1.82581778852511,0,0
2019,"BFISH_2019_F",32465,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32592,"S05",0,0,0,0,12.6610178080816,0,0
2019,"BFISH_2019_F",32708,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32748,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32758,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32811,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32922,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",32960,"S22",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33024,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33104,"S04",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33107,"S12",7.01153037623696,0,0,0,0,0,0.504775774464931
2019,"BFISH_2019_F",33118,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33120,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33246,"S04",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33257,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33326,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33361,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33375,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33380,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33384,"S09",0,0,0,0,1.47406068732153,0,0
2019,"BFISH_2019_F",33386,"S22",0,5.55882867009867,0,0,0,0,0
2019,"BFISH_2019_F",33443,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33639,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33668,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33670,"S04",2.72519345224124,0,0,0,4.63622231228168,0,0
2019,"BFISH_2019_F",33798,"S03",0,0,0,0,0,0,0
2019,"BFISH_2019_F",33901,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34012,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34026,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34058,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34124,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34273,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34346,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34796,"S18",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34804,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",34941,"S19",0,0,0,0,0,0,0
2019,"BFISH_2019_F",35358,"S19",0,0,0,0,0,0,0
2019,"BFISH_2019_F",35512,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",35525,"S21",0,0,0,0,0,0,0.647269868924597
2019,"BFISH_2019_F",35943,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",35987,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",36026,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",36079,"S22",0,0,0,0,0,0,0
2019,"BFISH_2019_F",36149,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",36184,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",36252,"S22",0,0,0,0,0,0,0
